[Header Info Signal 1 COLT 3.0]
"champor_std_20_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210422_cal#01a\",[GC],0
23 Apr 2021  17:51    ,210420_Ring21_liq_sync.M,7
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"cymene_p_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
27 Apr 2021   6:38    ,210420_Ring21_liq_sync.M,13
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",0,0.000,0.00
"pinene_a SIM",0,0.000,0.00
"RI_960_unknown_monoterpene TIC",10994,13.701,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",45921,13.701,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",476313,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",0,0.000,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",69928,14.472,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",69544,14.586,0.00
"methyldecane_2 EIC",13642,14.657,0.00
"RI_1019_unknown_monoterpene TIC",37695,14.753,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",456961068,15.008,0.00
"cymene_p EIC",208276860,15.007,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",321404,15.105,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",2003923,15.595,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",947736,15.597,0.00
"sabinene_hydrate_E TIC",1540363,15.816,0.00
"sabinene_hydrate_E EIC",68845,15.822,0.00
"sabinene_hydrate_E SIM",1473338,15.597,0.00
"acetophenone TIC",154968,15.893,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",258494,16.379,0.00
"nonanal EIC",349888,16.296,0.00
"RI_1118_unknown TIC",877032,16.502,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",599232,16.503,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",758602,16.649,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",233440,17.673,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",264570,17.934,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",439292,17.933,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",191700,18.937,0.00
"RI_1302_unknown TIC",1042182,19.352,0.00
"RI_1312_unknown TIC",130321,19.554,0.00
"1-Bromo-Decane TIC",177082,20.134,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",125615,20.134,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",132342,20.861,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",349577,22.067,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",903639,22.137,0.00
"RI_1514_unknown EIC",3934,22.297,0.00
"RI_1520_unknown_sesquiterpene TIC",1694207,22.301,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",9444,22.341,0.00
"RI_1536_unknown TIC",2147880,22.511,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",771744,22.638,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"cymene_p_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
27 Apr 2021   7:19    ,210420_Ring21_liq_sync.M,13
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"cymene_p_std_80_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
27 Apr 2021   7:19    ,210420_Ring21_liq_sync.M,13
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",0,0.000,0.00
"RI_933_unknown_monoterpene EIC",0,0.000,0.00
"RI_933_unknown_monoterpene SIM",0,0.000,0.00
"pinene_a TIC",0,0.000,0.00
"pinene_a EIC",0,0.000,0.00
"pinene_a SIM",0,0.000,0.00
"RI_960_unknown_monoterpene TIC",14822,13.697,0.00
"RI_960_unknown_monoterpene EIC",0,0.000,0.00
"RI_960_unknown_monoterpene SIM",0,0.000,0.00
"camphene TIC",54017,13.697,0.00
"camphene EIC",0,0.000,0.00
"camphene SIM",0,0.000,0.00
"RI_975_unknown_monoterpene TIC",272461,13.921,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",0,0.000,0.00
"sabinene SIM",0,0.000,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",0,0.000,0.00
"pinene_b SIM",0,0.000,0.00
"6-methyl-5-hepten-2-one TIC",0,0.000,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",26420,14.198,0.00
"sabinene_1 EIC",0,0.000,0.00
"sabinene_1 SIM",0,0.000,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",0,0.000,0.00
"mycrene SIM",0,0.000,0.00
"decane TIC",31825,14.456,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",48353,14.456,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",104292,14.583,0.00
"methyldecane_2 EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene TIC",53662,14.738,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",659878,15.003,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",461773497,15.003,0.00
"cymene_p EIC",208491474,15.003,0.00
"limonene TIC",0,0.000,0.00
"limonene EIC",336504,15.100,0.00
"limonene SIM",0,0.000,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",0,0.000,0.00
"RI_1066_unknown_monoterpen TIC",1784569,15.592,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",926645,15.595,0.00
"sabinene_hydrate_E TIC",1590209,15.812,0.00
"sabinene_hydrate_E EIC",69527,15.816,0.00
"sabinene_hydrate_E SIM",1201686,15.594,0.00
"acetophenone TIC",1655739,15.812,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",280499,16.375,0.00
"nonanal EIC",346943,16.290,0.00
"RI_1118_unknown TIC",787632,16.497,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",639231,16.497,0.00
"thujone_a EIC",18767,16.508,0.00
"thujone_b TIC",832367,16.653,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",194003,17.673,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",-371,17.936,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",238928,17.954,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",0,0.000,0.00
"RI_1302_unknown TIC",80142,19.369,0.00
"RI_1312_unknown TIC",228001,19.409,0.00
"1-Bromo-Decane TIC",0,0.000,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",798482,22.091,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",-107734,21.922,0.00
"RI_1514_unknown TIC",333376,22.166,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",116315,22.263,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",0,0.000,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",463846,22.675,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"pinene_a_std_100_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  17:17    ,210420_Ring21_liq_sync.M,4
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"pinene_a_std_100_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  17:17    ,210420_Ring21_liq_sync.M,4
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",1397401,13.108,0.00
"RI_933_unknown_monoterpene EIC",505334,13.109,0.00
"RI_933_unknown_monoterpene SIM",658503,13.110,0.00
"pinene_a TIC",529366998,13.305,0.00
"pinene_a EIC",150399673,13.305,0.00
"pinene_a SIM",166521774,13.309,0.00
"RI_960_unknown_monoterpene TIC",3765620,13.663,0.00
"RI_960_unknown_monoterpene EIC",628453,13.664,0.00
"RI_960_unknown_monoterpene SIM",1425842,13.666,0.00
"camphene TIC",3977304,13.663,0.00
"camphene EIC",187681,13.665,0.00
"camphene SIM",1692281,13.666,0.00
"RI_975_unknown_monoterpene TIC",684364,13.926,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",0,0.000,0.00
"sabinene EIC",27951,14.066,0.00
"sabinene SIM",30488,14.067,0.00
"pinene_b TIC",0,0.000,0.00
"pinene_b EIC",29612,14.066,0.00
"pinene_b SIM",34430,14.067,0.00
"6-methyl-5-hepten-2-one TIC",137293,14.204,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",115118,14.204,0.00
"sabinene_1 EIC",58231,14.202,0.00
"sabinene_1 SIM",60763,14.205,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",57530,14.202,0.00
"mycrene SIM",62791,14.206,0.00
"decane TIC",0,0.000,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",0,0.000,0.00
"methyldecane_2 TIC",94686,14.583,0.00
"methyldecane_2 EIC",13789,14.666,0.00
"RI_1019_unknown_monoterpene TIC",72285,14.745,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",-15770,15.077,0.00
"cymene_p EIC",-12785,15.088,0.00
"limonene TIC",94355,15.148,0.00
"limonene EIC",88010,15.157,0.00
"limonene SIM",162446,15.145,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",126316,15.145,0.00
"RI_1066_unknown_monoterpen TIC",0,0.000,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",584098,15.616,0.00
"sabinene_hydrate_E TIC",1974654,15.816,0.00
"sabinene_hydrate_E EIC",104190,15.818,0.00
"sabinene_hydrate_E SIM",1612771,15.619,0.00
"acetophenone TIC",186572,15.893,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",279171,16.377,0.00
"nonanal EIC",444942,16.296,0.00
"RI_1118_unknown TIC",1029311,16.496,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",454592,16.496,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",975156,16.653,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",215965,17.672,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",345975,17.936,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",494492,17.937,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",3319306,18.985,0.00
"RI_1302_unknown TIC",1481534,19.322,0.00
"RI_1312_unknown TIC",300540,19.520,0.00
"1-Bromo-Decane TIC",240390,20.112,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",49021,20.391,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",105290,20.849,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",0,0.000,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",436930,22.052,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",2224457,22.122,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",-30794,22.221,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",9838,22.314,0.00
"RI_1536_unknown TIC",4432526,22.498,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",894482,22.629,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"pinene_a_std_100_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  17:57    ,210420_Ring21_liq_sync.M,4
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"pinene_a_std_100_P2b.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  17:57    ,210420_Ring21_liq_sync.M,4
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",1431110,13.109,0.00
"RI_933_unknown_monoterpene EIC",486797,13.111,0.00
"RI_933_unknown_monoterpene SIM",659641,13.110,0.00
"pinene_a TIC",538716660,13.305,0.00
"pinene_a EIC",144481541,13.305,0.00
"pinene_a SIM",170741291,13.308,0.00
"RI_960_unknown_monoterpene TIC",3858365,13.665,0.00
"RI_960_unknown_monoterpene EIC",635063,13.665,0.00
"RI_960_unknown_monoterpene SIM",1399460,13.667,0.00
"camphene TIC",3931833,13.665,0.00
"camphene EIC",192215,13.665,0.00
"camphene SIM",1565612,13.667,0.00
"RI_975_unknown_monoterpene TIC",371895,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",50990,14.062,0.00
"sabinene EIC",34397,14.080,0.00
"sabinene SIM",29794,14.070,0.00
"pinene_b TIC",55673,14.062,0.00
"pinene_b EIC",37628,14.080,0.00
"pinene_b SIM",33321,14.070,0.00
"6-methyl-5-hepten-2-one TIC",116721,14.205,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",84297,14.205,0.00
"sabinene_1 EIC",51641,14.208,0.00
"sabinene_1 SIM",61388,14.206,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",51040,14.208,0.00
"mycrene SIM",56768,14.206,0.00
"decane TIC",0,0.000,0.00
"decane EIC",0,0.000,0.00
"hexyl_acetate TIC",0,0.000,0.00
"hexyl_acetate EIC",28728,14.582,0.00
"methyldecane_2 TIC",153592,14.583,0.00
"methyldecane_2 EIC",25324,14.582,0.00
"RI_1019_unknown_monoterpene TIC",64543,14.748,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",0,0.000,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",605,15.099,0.00
"limonene TIC",75246,15.155,0.00
"limonene EIC",69508,15.155,0.00
"limonene SIM",190965,15.153,0.00
"eucalyptol TIC",99986,15.197,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",122254,15.152,0.00
"RI_1066_unknown_monoterpen TIC",603147,15.623,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",434204,15.624,0.00
"sabinene_hydrate_E TIC",1882343,15.818,0.00
"sabinene_hydrate_E EIC",104976,15.826,0.00
"sabinene_hydrate_E SIM",1533001,15.628,0.00
"acetophenone TIC",150136,15.894,0.00
"acetophenone EIC",0,0.000,0.00
"nonanal TIC",279618,16.378,0.00
"nonanal EIC",468227,16.297,0.00
"RI_1118_unknown TIC",787886,16.500,0.00
"RI_1118_unknown EIC",0,0.000,0.00
"thujone_a TIC",517942,16.501,0.00
"thujone_a EIC",0,0.000,0.00
"thujone_b TIC",914892,16.654,0.00
"thujone_b EIC",0,0.000,0.00
"champhor TIC",0,0.000,0.00
"champhor EIC",0,0.000,0.00
"borneol TIC",213324,17.673,0.00
"borneol EIC",0,0.000,0.00
"dodecane TIC",0,0.000,0.00
"dodecane EIC",0,0.000,0.00
"methylsalicylate TIC",156308,17.931,0.00
"methylsalicylate EIC",0,0.000,0.00
"decanal TIC",46070,17.931,0.00
"decanal EIC",0,0.000,0.00
"RI_1276_unknown TIC",2373882,18.991,0.00
"RI_1302_unknown TIC",961384,19.339,0.00
"RI_1312_unknown TIC",529181,19.543,0.00
"1-Bromo-Decane TIC",210505,20.136,0.00
"1-Bromo-Decane EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene TIC",104621,20.136,0.00
"RI_1365_unknown_sequiterpene EIC",0,0.000,0.00
"RI_1365_unknown_sequiterpene SIM",0,0.000,0.00
"RI_1374_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1374_unknown_sesquiterpene",0,0.000,0.00
"RI_1374_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1386_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1386_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1404_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1404_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1414_unknown_sesquiterpene TIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1414_unknown_sesquiterpene SIM",0,0.000,0.00
"caryophyllene_b TIC",21239,21.392,0.00
"caryophyllene_b EIC",0,0.000,0.00
"caryophyllene_b SIM",0,0.000,0.00
"RI_1504_unknown_sesquiterpene TIC",599733,22.064,0.00
"RI_1504_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1504_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1514_unknown TIC",-157408,22.137,0.00
"RI_1514_unknown EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene TIC",160688,22.233,0.00
"RI_1520_unknown_sesquiterpene EIC",0,0.000,0.00
"RI_1520_unknown_sesquiterpene SIM",0,0.000,0.00
"RI_1536_unknown TIC",2583306,22.512,0.00
"RI_1536_unknown EIC",0,0.000,0.00
"farnesen_a TIC",917190,22.647,0.00
"farnesen_a EIC",0,0.000,0.00
"farnesen_a SIM",0,0.000,0.00
[Header Info Signal 1 COLT 3.0]
"pinene_a_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\",[GC],0
26 Apr 2021  15:55    ,210420_Ring21_liq_sync.M,3
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Header Info Signal 2]
"pinene_a_std_80_P2a.D","Weber","D:\GCMS_Daten\Ringtrial\Ringversuch21\210426_cal#01a\"
26 Apr 2021  15:55    ,210420_Ring21_liq_sync.M,3
"sample"," "," ","GC MSD"
" "
" ",Wed Oct 27 14:41:34 2021

 , , , , , 
 , , , , , 
[Results - Ringtrial _Auswertung.RES]
"RI_933_unknown_monoterpene TIC",1047475,13.106,0.00
"RI_933_unknown_monoterpene EIC",329135,13.108,0.00
"RI_933_unknown_monoterpene SIM",461404,13.109,0.00
"pinene_a TIC",389193304,13.305,0.00
"pinene_a EIC",105758761,13.305,0.00
"pinene_a SIM",124275884,13.303,0.00
"RI_960_unknown_monoterpene TIC",2678939,13.664,0.00
"RI_960_unknown_monoterpene EIC",432309,13.664,0.00
"RI_960_unknown_monoterpene SIM",1000593,13.666,0.00
"camphene TIC",2770285,13.664,0.00
"camphene EIC",142136,13.663,0.00
"camphene SIM",1204676,13.666,0.00
"RI_975_unknown_monoterpene TIC",1282302,13.927,0.00
"RI_975_unknown_monoterpene EIC",0,0.000,0.00
"RI_975_unknown_monoterpene SIM",0,0.000,0.00
"sabinene TIC",54467,14.067,0.00
"sabinene EIC",49022,14.067,0.00
"sabinene SIM",55292,14.066,0.00
"pinene_b TIC",43973,14.067,0.00
"pinene_b EIC",54358,14.067,0.00
"pinene_b SIM",59887,14.066,0.00
"6-methyl-5-hepten-2-one TIC",128404,14.208,0.00
"6-methyl-5-hepten-2-one EIC",0,0.000,0.00
"sabinene_1 TIC",152839,14.207,0.00
"sabinene_1 EIC",44073,14.207,0.00
"sabinene_1 SIM",58831,14.205,0.00
"mycrene TIC",0,0.000,0.00
"mycrene EIC",41133,14.207,0.00
"mycrene SIM",53433,14.206,0.00
"decane TIC",0,0.000,0.00
"decane EIC",17316,14.488,0.00
"hexyl_acetate TIC",94721,14.509,0.00
"hexyl_acetate EIC",41176,14.583,0.00
"methyldecane_2 TIC",123287,14.580,0.00
"methyldecane_2 EIC",24881,14.583,0.00
"RI_1019_unknown_monoterpene TIC",79084,14.744,0.00
"RI_1019_unknown_monoterpene EIC",0,0.000,0.00
"RI_1019_unknown_monoterpene SIM",0,0.000,0.00
"RI_1030_unknown TIC",26468,14.930,0.00
"RI_1030_unknown EIC",0,0.000,0.00
"cymene_p TIC",0,0.000,0.00
"cymene_p EIC",12871,15.097,0.00
"limonene TIC",55142,15.148,0.00
"limonene EIC",52580,15.157,0.00
"limonene SIM",118647,15.147,0.00
"eucalyptol TIC",0,0.000,0.00
"eucalyptol EIC",0,0.000,0.00
"eucalyptol SIM",89062,15.147,0.00
"RI_1066_unknown_monoterpen TIC",844286,15.614,0.00
"RI_1066_unknown_monoterpen EIC",0,0.000,0.00
"RI_1066_unknown_monoterpen SIM",534176,15.616,0.00
"sabinene_hydrate_E TIC",1970444,15.816,0.00
"sabinene_hydrate_E EIC",116696,15.820,0.00
